codigo,nombre,ingredientes,categoria,cats,etiqueta,beneficios,avisos,contenido,precioPublico,precioPúblico_K,precioMayoreo,precioMayoreo_K,precioDistribuidor,precioDistribuidor_K,Imagen,cantidadArticulos
103041,Vainilla,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Extracto natural de vainilla, Base vainilla, Aceites esenciales, Esencia, Pigmento",Jabón líquido,Aromáticos,NS+AL,"Aroma gourmand suave y reconfortante que envuelve sin empalagar.
Base de glicerina: limpieza amable y enjuague fácil, sin sensación pegajosa.
Espuma cremosa que deja tacto cómodo tras el secado.
Ideal para rutina nocturna o climas secos por su perfil cálido.
Opción sensorial relajante para quien busca un baño “tipo postre”.","Puede contener alérgenos aromáticos. Evita el contorno de ojos. Si tu piel es muy reactiva, haz prueba de parche; si irrita, suspende.",1000 ml,94,N/A,90,N/A,80,N/A,103041.webp,1
103043,Vitamina E,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Vitamina E",Jabón líquido,Jabón líquido,S,"Aroma suave y limpio que hace más agradable la rutina de lavado de manos.
Base limpiadora con glicerina: ayuda a remover suciedad cotidiana con enjuague fácil y sensación ligera en la piel.
Inspirado en ingredientes asociados con el cuidado cotidiano de la piel, ayudando a mantener las manos con sensación de suavidad después del lavado.
Espuma ligera que se distribuye fácilmente y permite una limpieza práctica durante el día.
Ideal para lavado frecuente de manos cuando se busca una sensación de confort y suavidad en la piel.","Aunque es un producto suave, personas con piel muy sensible o alergia a ingredientes cosméticos deben usar con precaución. Evitar contacto con ojos. Haz prueba de parche antes del primer uso. Suspende su uso si aparece irritación.",1000 ml,90,900,86,860,77,770,103043.webp,1
108001,Abre caminos,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Ruda, Romero, Santa María (Tanacetum balsamita), Aceites esenciales, Esencia, Pigmento.",Jabón corporal,Aromáticos,NS+AL,"Aroma herbal intenso que deja sensación limpia y vigorizante.
Limpieza amable con base de glicerina, enjuague fácil.
Ideal para rutinas matutinas cuando buscas un efecto despeje.","Por los botánicos potentes, no recomendado para piel muy reactiva. Prueba de parche primero.",1000 ml,94,N/A,90,N/A,80,N/A,108001.webp,1
108003,Almendras,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Albahaca, Aceites esenciales, Esencia, Pigmento.",Jabón corporal,Aromáticos,NS+AL,"Aroma suave y cálido tipo mazapán que acompaña sin invadir.
Base de glicerina: limpieza amable, enjuague fácil, sin sensación pegajosa.
Aporta confort y sensación emoliente en piel normal a seca.
Espuma cremosa que hace la rutina rápida y agradable.
Ideal para baño nocturno por su perfil reconfortante.","Si tiene alergia a frutos secos o piel muy reactiva, mejor elija entre nuestros jabones ""Sencibles"" o pruebe otra fragancia de esta línea.",1000 ml,94,N/A,90,N/A,80,N/A,108003.webp,1
108005,Aloe Vera,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Alore vera, Aceites esenciales, Esencia, Pigmento",Jabón corporal,Piel sensible,S,"Humectación inmediata: ayuda a retener agua y reduce la sensación de tirantez.
Efecto calmante y refrescante tras ducha; acompaña pieles que se irritan fácil.
Base de glicerina: limpieza suave, enjuague fácil, sin sensación pegajosa.
Aporta confort en climas calurosos o después de exposición solar ligera.
Espuma ligera pensada para uso cotidiano y pieles que buscan suavidad.",,1000 ml,94,N/A,90,N/A,80,N/A,108005.webp,1
108147,Arandanos,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150 Arandanos",Jabón corporal,Jabón corporal,S,"Aroma frutal dulce con notas frescas que hace más agradable la rutina de baño.
Base limpiadora con glicerina: ayuda a mantener la piel limpia con enjuague fácil y sensación ligera después del uso.
El perfil frutal aporta una sensación refrescante y agradable que acompaña la limpieza diaria de la piel.
Espuma ligera que se distribuye fácilmente y permite una limpieza suave durante la ducha.
Ideal para quienes disfrutan aromas frutales que dejan una sensación fresca y agradable después del baño.","Aunque es un producto suave, personas con piel muy sensible o alergias a fragancias deben usar con precaución. Evitar contacto con ojos y mucosas. Haz prueba de parche antes del primer uso. Suspende su uso si aparece irritación.",1000 ml,90,900,86,860,77,770,108147.webp,1
108009,Árnica,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Árnica, Aceites esenciales, Esencia, Pigmento",Jabón corporal,Aromáticos,NS+AL,"Aroma herbal intenso que acompaña rutinas post-día/post-entreno con sensación reconfortante.
Base de glicerina: limpieza suave, enjuague fácil, sin sensación pegajosa.
Aporta una sensación de frescura al finalizar el baño.
Espuma ligera que no satura; ideal para uso en cuerpo.
Deja la piel con tacto limpio y aroma verde tipo spa.","Puede contener alérgenos aromáticos. No recomendado para piel muy reactiva. Evita rostro/contorno de ojos y piel lesionada o irritada. Haz prueba de parche; si irrita, suspende.",1000 ml,94,N/A,90,N/A,80,N/A,108009.webp,1
108148,Arroz  ,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150 Arroz  ",Jabón corporal,Jabón corporal,S,"Aroma suave y ligeramente dulce que hace más agradable la rutina de baño diaria.
Base limpiadora con glicerina: ayuda a mantener la piel limpia con enjuague fácil y sensación ligera después del uso.
Inspirado en ingredientes tradicionalmente asociados con el cuidado suave de la piel, aportando sensación de limpieza delicada y confort después del lavado.
Espuma ligera que se distribuye fácilmente y permite una limpieza suave sin sensación pesada.
Ideal para rutinas de higiene diaria cuando se busca una experiencia de baño sencilla y reconfortante.","Aunque es un producto suave, personas con piel muy sensible o alergias a ingredientes vegetales deben usar con precaución. Evitar contacto con ojos y mucosas. Haz prueba de parche antes del primer uso. Suspende su uso si aparece irritación.",1000 ml,90,900,86,860,77,770,108148.webp,1
108149,Arroz  Miel,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150 Arroz  Miel",Jabón corporal,Jabón corporal,S,"Aroma suave y ligeramente dulce que hace más agradable la rutina de baño diaria.
Base limpiadora con glicerina: ayuda a mantener la piel limpia con enjuague fácil y sensación ligera después del uso.
Combinación inspirada en ingredientes tradicionalmente asociados con el cuidado suave de la piel, que ayudan a dejar una sensación de confort después del lavado.
Espuma ligera que se distribuye fácilmente sobre la piel y permite una limpieza delicada durante la ducha.
Ideal para uso diario cuando se busca una sensación de suavidad y bienestar en la piel.",Personas con alergia a productos derivados de la miel deben evitar su uso. Evitar contacto con ojos y mucosas. Haz prueba de parche antes del primer uso. Suspende su uso si aparece irritación.,1000 ml,90,900,86,860,77,770,108149.webp,1
108012,Avena miel,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Avena, Miel, Base miel, Aceites esenciales, Esencia, Pigmento",Jabón corporal,Aromáticos,NS+AL,"Aroma dulce y reconfortante que hace más agradable la rutina.
Base de glicerina: limpieza amable y enjuague fácil, sin sensación pegajosa.
La avena aporta suavidad y sensación de confort tras el baño.
Espuma cremosa ideal para climas secos o uso nocturno.
Deja tacto más flexible cuando se seca sin fricción.",Evitar en personas con alergia a productos de abeja o piel muy reactiva. Haz prueba de parche.,1000 ml,94,N/A,90,N/A,80,N/A,108012.webp,1
108013,Avena para bebé,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Avena, Miel, Aceites esenciales, Esencia, Pigmento",Jabón corporal,Aromáticos,NS+AL,"Aroma suave “bebé” que aporta sensación de confort y limpieza fresca.
Base de glicerina: limpieza gentil, enjuague fácil, sin sensación pegajosa.
La avena ayuda a dejar la piel con tacto más suave tras el baño.
Espuma ligera/cremosa que hace la rutina rápida y agradable.
Ideal para quien busca un aroma tierno sin notas intensas.","En piel muy reactiva o con antecedentes de sensibilidad a fragancias, mejor elegir tu Avena sin perfume.",1000 ml,94,N/A,90,N/A,80,N/A,108013.webp,1
108015,Café,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150 Café",Jabón corporal,Jabón corporal,NS,"Aroma cálido e intenso con notas tostadas que aporta una sensación energizante durante el baño.
Base limpiadora con glicerina: ayuda a mantener la piel limpia con enjuague fácil y sensación ligera después del uso.
El perfil del café se asocia con una sensación revitalizante que acompaña la rutina de ducha, especialmente por la mañana.
Espuma ligera que se distribuye fácilmente y permite una limpieza práctica para uso diario.
Ideal para quienes disfrutan aromas intensos que aportan sensación de energía y frescura después del baño.",Puede resultar intenso para piel muy sensible. Evitar contacto con ojos y mucosas. Haz prueba de parche antes del primer uso. Suspende su uso si aparece irritación.,1000 ml,90,900,86,860,77,770,108015.webp,1
108020,Chocolate,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Cocoa, Base de chocolate, Aceites esenciales, Esencia, Pigmento",Jabón corporal,Aromáticos,NS+AL,"Aroma gourmand cálido tipo cacao que vuelve el baño reconfortante.
Base de glicerina: limpieza amable, enjuague fácil, sin sensación pegajosa.
Deja tacto más flexible; buena opción para piel normal a seca.
Espuma cremosa ideal para rutina nocturna o climas fríos.
Perfil sensorial envolvente sin llegar a empalagar (si dosificas bien la fragancia).","Evita en piel muy reactiva y el contorno de ojos, usar máx. 2–3 veces/semana.",1000 ml,94,N/A,90,N/A,80,N/A,108020.webp,1
108021,Cítricos,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150 Cítricos",Jabón corporal,Jabón corporal,NS+AL,"Aroma cítrico fresco y vibrante que aporta una sensación revitalizante durante la ducha.
Base limpiadora con glicerina: ayuda a mantener la piel limpia con enjuague fácil y sensación ligera después del uso.
Las notas cítricas se asocian con una sensación de limpieza profunda y frescura en la piel.
Espuma ligera que se distribuye fácilmente y facilita una limpieza práctica para uso diario.
Ideal para baños matutinos o después de actividad física gracias a su carácter refrescante.",Los compuestos aromáticos cítricos pueden provocar sensibilidad en piel reactiva o recién expuesta al sol. Evitar contacto con ojos y mucosas. Haz prueba de parche antes del primer uso. Suspende su uso si aparece irritación.,1000 ml,90,900,86,860,77,770,108021.webp,1
108022,Coco,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Base de coco, Aceites esenciales, Esencia, Pigmento",Jabón corporal,Aromáticos,NS+AL,"Aroma tropical cremoso que convierte la ducha en un momento reconfortante.
Base de glicerina: limpieza amable, enjuague fácil, sin sensación pegajosa.
Sensación emoliente que deja el tacto más flexible tras el secado.
Espuma cremosa, ideal para rutina nocturna o climas secos.
Perfil sensorial cálido que acompaña sin volverse invasivo.",No recomendado para piel muy reactiva. Evita contorno de ojos y haz prueba de parche.,1000 ml,94,N/A,90,N/A,80,N/A,108022.webp,1
108066,Coco con miel,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Base de coco, Miel, Aceites esenciales, Esencia, Pigmento",Jabón corporal,Aromáticos,NS+AL,"Aroma tropical y cálido con toque cremoso–dulce que hace la ducha reconfortante.
Base de glicerina: limpieza amable y enjuague fácil, sin sensación pegajosa.
Espuma cremosa que deja tacto cómodo al secar.
Sensación emoliente ideal para climas secos o rutina nocturna.
Perfil sensorial envolvente que acompaña sin empalagar","Contiene derivados de abeja y fragancia; puede incluir alérgenos aromáticos. Evita el contorno de ojos. Piel muy reactiva: prueba de parche; si irrita, suspende.",1000 ml,94,N/A,90,N/A,80,N/A,108066.webp,1
108052,Eucalipto con Bugambilia y Menta,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Eucalipto, Menta, Aceites esenciales, Esencia, Pigmento",Jabón corporal,Aromáticos,NS+AL,"Sensación fresca y vigorizante: menta + eucalipto para un baño que despeja.
Astringencia ligera: la piel se siente con menos brillo tras el lavado.
Base de glicerina: limpieza amable y enjuague fácil, sin sensación pegajosa.
Espuma ligera ideal para rutina diurna o después de actividad.
Toque floral de bugambilia que suaviza el perfil herbal sin invadir.","Evita contorno de ojos y mucosas. Si tu piel es muy reactiva, haz prueba de parche; si irrita, suspende.",1000 ml,42,N/A,40,400,36,360,108052.webp,1
108069,Frutos rojos,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Extracto de frutos rojos, Aceites esenciales, Esencia, Pigmento",Jabón corporal,Aromáticos,NS+AL,"Aroma frutal jugoso (berries) que hace la ducha alegre y fresca.
Base de glicerina: limpieza amable y enjuague fácil, sin sensación pegajosa.
Espuma ligera/cremosa que deja tacto cómodo al secar.
Perfil dulce y vibrante que acompaña sin empalagar.
Ideal para rutina diurna o climas cálidos.","Puede contener alérgenos aromáticos. Evita el contorno de ojos. Piel muy reactiva: prueba de parche; si irrita, suspende.",1000 ml,94,N/A,90,N/A,80,N/A,108069.webp,1
108070,"gengibre con limón, cúrcuma y canela","Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, gengibre, Limón, Cúrcuma, Canela, Aceites esenciales, Esencia, Pigmento",Jabón corporal,Aromáticos,NS+AL,"Aroma cítrico–especiado que activa y deja sensación fresca.
Astringencia ligera: piel con menos brillo tras el lavado.
Base de glicerina: limpieza amable y enjuague fácil, sin sensación pegajosa.
Espuma ligera/cremosa que acompaña sin empalagar.
Perfil energizante ideal para la mañana.","puede contener alérgenos aromáticos y compuestos fotosensibilizantes. Evita el contorno de ojos. Piel muy reactiva: prueba de parche; si irrita, suspende.",1000 ml,94,N/A,90,N/A,80,N/A,108070.webp,1
108071,"gengibre con naranja, cúrcuma y canela","Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150 gengibre con naranja, cúrcuma y canela",Jabón corporal,Jabón corporal,NS+AL,"Aroma cítrico especiado con notas cálidas que hace más estimulante la rutina de baño.
Base limpiadora con glicerina que ayuda a retirar suciedad cotidiana con enjuague fácil.
La combinación de notas cítricas y especiadas aporta una sensación revitalizante que acompaña la limpieza de la piel.
Espuma ligera que se distribuye fácilmente durante la ducha y deja una sensación fresca después del baño.
Ideal para quienes disfrutan aromas intensos y energizantes en su rutina corporal.",Contiene especias y compuestos aromáticos que pueden provocar irritación en piel sensible o reactiva. Evitar contacto con ojos y mucosas. Haz prueba de parche antes del primer uso. Suspende su uso si aparece irritación.,1000 gr,90,900,86,860,77,770,108071.webp,1
108026,Lavanda,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Lavanda, Base de Lavanda, Aceites esenciales, Esencia, Pigmento",Jabón corporal,Aromáticos,NS+AL,"Aroma floral-relajante tipo spa, ideal para rutina nocturna.
Base de glicerina: limpieza amable y enjuague fácil, sin sensación pegajosa.
Espuma ligera/cremosa que deja tacto cómodo tras el secado.
Acompaña una sensación de desconexión al final del día (sin claims terapéuticos).
Perfil aromático suave si dosificas bien la fragancia.",Evitar en piel muy reactiva y contorno de ojos. Prueba de parche.,1000 ml,94,N/A,90,N/A,80,N/A,108026.webp,1
108027,Limón,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Base de limón, Aceites esenciales, Esencia, Pigmento",Jabón corporal,Astringente,NS+AL,"Aroma cítrico brillante que deja sensación fresca y limpia al enjuagar.
Astringencia ligera: ayuda a que la piel se sienta menos brillante después del baño.
Base de glicerina: limpieza amable y enjuague fácil, sin sensación pegajosa.
Espuma ligera, ideal para rutina diurna en piel normal/mixta.
Perfil aromático que activa la rutina sin volverse invasivo (si dosificas bien la fragancia).",No recomendado para piel muy reactiva. Evita el contorno de ojos. Haz prueba de parche.,1000 ml,94,N/A,90,N/A,80,N/A,108027.webp,1
108029,Manzanilla,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Chamomilla, Base de manzanilla, Aceites esenciales, Esencia, Pigmento",Jabón corporal,Piel sensible,AL,"Sensación de calma y confort tras el baño, pensada para rutinas suaves.
Base de glicerina: limpieza gentil, enjuague fácil, sin sensación pegajosa.
Espuma ligera para uso diario en piel que se irrita con facilidad.
Ayuda a disminuir la sensación de tirantez post-ducha.
Perfil neutro y amable (ideal sin aromas intensos).",Precaución en personas con alergia a Asteraceae. Prueba de parche en piel muy reactiva.,1000 ml,94,N/A,90,N/A,80,N/A,108029.webp,1
108031,Menta,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150 Menta",Jabón corporal,Jabón corporal,NS+AL,"Aroma fresco y mentolado que aporta una sensación energizante durante la rutina de baño.
Base limpiadora con glicerina: ayuda a mantener la piel limpia con enjuague fácil y sensación ligera después del uso.
Las notas mentoladas generan una sensación refrescante que revitaliza la piel durante la ducha.
Espuma ligera que se distribuye fácilmente y permite una limpieza práctica para uso diario.
Ideal para baños matutinos o después de actividad física gracias a su efecto refrescante.",Los compuestos mentolados pueden provocar irritación en piel sensible o muy reactiva. Evitar contacto con ojos y mucosas. Haz prueba de parche antes del primer uso. Suspende su uso si aparece irritación.,1000 ml,90,900,86,860,77,770,108031.webp,1
108137,"Menta, bugambilia y Eucalipto","Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150 Menta, bugambilia y Eucalipto",Jabón corporal,Jabón corporal,NS+AL,"Aroma herbal fresco con notas mentoladas que aporta una sensación energizante durante el baño.
Base limpiadora con glicerina: ayuda a mantener la piel limpia con enjuague fácil y sensación ligera después del uso.
La combinación de notas herbales y mentoladas genera una sensación refrescante que revitaliza la piel durante la ducha.
Espuma ligera que se distribuye fácilmente sobre la piel y permite una limpieza práctica para uso diario.
Ideal para baños matutinos o después de actividad física gracias a su sensación de frescura.",Contiene compuestos aromáticos naturales que pueden provocar irritación en piel sensible o muy reactiva. Evitar contacto con ojos y mucosas. Haz prueba de parche antes del primer uso. Suspende su uso si aparece irritación.,1000 ml,90,900,86,860,77,770,108137.webp,1
108032,Miel,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Chamomilla, Miel, Aceites esenciales, Esencia, Pigmento",Jabón corporal,Aromáticos,NS+AL,"Aroma dulce y reconfortante que hace la ducha más agradable.
Base de glicerina: limpieza amable y enjuague fácil, sin sensación pegajosa.
Deja tacto más flexible y sensación de confort tras el secado.
Espuma cremosa, ideal para rutina nocturna o climas secos.
Perfil sensorial cálido que acompaña sin volverse invasivo.",Evitar en personas con alergia a productos de abeja y en piel muy reactiva. Se recomienda prueba de parche. No usar en contorno de ojos.,1000 ml,94,N/A,90,N/A,80,N/A,108032.webp,1
108150,Miel Canela,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150 Miel Canela",Jabón corporal,Jabón corporal,NS+AL,"Aroma cálido y dulce con notas especiadas que hace más reconfortante la rutina de baño.
Base limpiadora con glicerina: ayuda a mantener la piel limpia con enjuague fácil y sensación ligera después del uso.
La combinación de notas dulces y especiadas genera una sensación acogedora que acompaña la limpieza diaria de la piel.
Espuma ligera que se distribuye fácilmente y permite una limpieza práctica durante la ducha.
Ideal para quienes disfrutan aromas cálidos que dejan una sensación agradable después del baño.",La canela puede provocar irritación en piel sensible o reactiva. Personas con alergia a productos derivados de la miel deben evitar su uso. Evitar contacto con ojos y mucosas. Haz prueba de parche antes del primer uso. Suspende su uso si aparece irritación.,1000 ml,90,900,86,860,77,770,108150.webp,1
108058,Neem con caléndula,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Neem, Caléndula Aceites esenciales, Esencia, Pigmento",Jabón corporal,Aromáticos,NS+AL,"Sensación purificante y de limpieza profunda al enjuagar (neem).
Piel con menos brillo y apariencia más uniforme con uso constante.
Toque de confort gracias a la caléndula, para una rutina más amable.
Base de glicerina: limpieza suave y enjuague fácil, sin sensación pegajosa.
Espuma ligera pensada para piel mixta/grasa en rutina diurna.","Puede contener alérgenos aromáticos. Evita el contorno de ojos. Piel muy reactiva: prueba de parche; si irrita, suspende.",1000 ml,94,N/A,90,N/A,80,N/A,108058.webp,1
108033,Romero,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Romero, Aceites esenciales, Esencia, Pigmento",Jabón corporal,Astringente,NS+AL,"Aroma herbal fresco que deja sensación limpia y despejada tras el enjuague.
Astringencia ligera: ayuda a que la piel se sienta menos brillante después del baño.
Base de glicerina: limpieza amable y enjuague fácil, sin sensación pegajosa.
Espuma ligera, ideal para rutina diurna o post-actividad.
Perfil aromático que activa sin volverse invasivo ","Puede contener alérgenos aromáticos; no recomendado para piel muy reactiva. Evita contorno de ojos y mucosas. Prueba de parche; si irrita, suspende.",1000 ml,94,N/A,90,N/A,80,N/A,108033.webp,1
108036,Rosa de Castilla,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Rosa de castilla, Base de rosas, Aceites esenciales, Esencia, Pigmento",Jabón corporal,Aromáticos,NS+AL,"Aroma floral elegante que convierte la ducha en un momento relajante.
Base de glicerina: limpieza suave y enjuague fácil, sin sensación pegajosa.
Deja tacto cómodo y una sensación de piel fresca al secar.
Espuma ligera/cremosa ideal para una rutina nocturna tipo spa.
Perfil aromático sofisticado que acompaña sin invadir.","Fragancia floral; puede contener alérgenos aromáticos. Evita el contorno de ojos. Si tu piel es muy reactiva, haz prueba de parche; si irrita, suspende.",1000 ml,94,N/A,90,N/A,80,N/A,108036.webp,1
108151,Té verde y Menta,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150 Té verde y Menta",Jabón corporal,Jabón corporal,NS+AL,"Aroma fresco y herbal con notas mentoladas que aporta una sensación revitalizante durante la ducha.
Base limpiadora con glicerina: ayuda a mantener la piel limpia con enjuague fácil y sensación ligera después del uso.
La combinación de notas herbales y mentoladas genera una sensación de frescura que acompaña la limpieza diaria de la piel.
Espuma ligera que se distribuye fácilmente y permite una limpieza práctica para uso cotidiano.
Ideal para baños matutinos o después de actividad física gracias a su carácter refrescante.",Los compuestos aromáticos mentolados pueden provocar irritación en piel sensible o reactiva. Evitar contacto con ojos y mucosas. Haz prueba de parche antes del primer uso. Suspende su uso si aparece irritación.,1000 ml,90,900,86,860,77,770,108151.webp,1
108040,Toronja y romero,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150 Toronja y romero",Jabón corporal,Jabón corporal,NS+AL,"Aroma cítrico herbal con notas frescas y ligeramente verdes que aporta una sensación revitalizante durante la ducha.
Base limpiadora con glicerina: ayuda a mantener la piel limpia con enjuague fácil y sensación ligera después del uso.
La combinación de notas cítricas y herbales genera una sensación de frescura que acompaña la limpieza diaria de la piel.
Espuma ligera que se distribuye fácilmente y permite una limpieza práctica para uso cotidiano.
Ideal para baños matutinos o después de actividad física gracias a su carácter refrescante.",Los compuestos aromáticos cítricos y herbales pueden provocar irritación en piel sensible o reactiva. Evitar contacto con ojos y mucosas. Haz prueba de parche antes del primer uso. Suspende su uso si aparece irritación.,1000 ml,90,900,86,860,77,770,108040.webp,1
108041,Vainilla,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Extracto natural de vainilla, Base vainilla, Aceites esenciales, Esencia, Pigmento",Jabón corporal,Aromáticos,NS+AL,"Aroma gourmand suave y reconfortante que envuelve sin empalagar.
Base de glicerina: limpieza amable y enjuague fácil, sin sensación pegajosa.
Espuma cremosa que deja tacto cómodo tras el secado.
Ideal para rutina nocturna o climas secos por su perfil cálido.
Opción sensorial relajante para quien busca un baño “tipo postre”.","Puede contener alérgenos aromáticos. Evita el contorno de ojos. Si tu piel es muy reactiva, haz prueba de parche; si irrita, suspende.",1000 ml,94,N/A,90,N/A,80,N/A,108041.webp,1
108042,Vino tinto y rosas,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150 Vino tinto y rosas",Jabón corporal,Jabón corporal,S,"Aroma floral elegante con notas dulces y ligeramente afrutadas que hacen más placentera la rutina de baño.
Base limpiadora con glicerina: ayuda a mantener la piel limpia con enjuague fácil y sensación ligera después del uso.
La combinación de notas florales y frutales crea una experiencia de ducha relajante y sofisticada.
Espuma ligera que se distribuye fácilmente y permite una limpieza suave para uso diario.
Ideal para quienes disfrutan aromas florales envolventes que dejan una sensación agradable después del baño.",Personas con sensibilidad a fragancias florales deben usar con precaución. Evitar contacto con ojos y mucosas. Haz prueba de parche antes del primer uso. Suspende su uso si aparece irritación.,1000 ml,90,900,86,860,77,770,108042.webp,1
108043,Vitamina E,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Vitaminta e, Aceites esenciales, Esencia, Pigmento.",Jabón corporal,Aromáticos,AL,"Limpieza suave con base de glicerina y enjuague fácil.
Con vitamina E (antioxidante) que acompaña una sensación de suavidad tras el baño.
Espuma ligera/cremosa que no satura la piel.
Deja tacto cómodo y flexible al secar sin fricción.
Opción neutra si vas con aroma discreto","Puede contener alérgenos aromáticos. Evita el contorno de ojos. Piel muy reactiva: prueba de parche; si irrita, suspende.",1000 ml,94,N/A,90,N/A,80,N/A,108043.webp,1
104001,Abre Caminos,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Ruda, Romero, Santa María (Tanacetum balsamita), Aceites esenciales, Esencia, Pigmento.",Shampoo,Aromáticos,NS+AL,"Limpieza profunda con sensación de frescura herbal.
Ayuda a regular el exceso de grasa y mantener el cuero cabelludo equilibrado.
Su espuma ligera elimina impurezas sin resecar, dejando el cabello suave, suelto y brillante.
Ideal para revitalizar cuerpo y mente, aportando energía positiva al comenzar el día.","Puede contener alérgenos aromáticos. Evita el contacto con los ojos. En cuero cabelludo sensible, realiza prueba de parche; si irrita, suspende.",1000 ml,161,N/A,153,N/A,137,N/A,104001.webp,1
104003,Almendras,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Almendras, Aceites esenciales, Esencia, Pigmento.",Shampoo,Aromáticos,AL,"Aporta suavidad y brillo natural al cabello desde el primer uso.
Su fórmula enriquecida con extracto de almendras hidrata, nutre y reduce el frizz, dejando una sensación ligera y sedosa.
Ideal para cabello seco, maltratado o con puntas abiertas.
Su aroma cálido y reconfortante invita a una rutina de cuidado relajante y sensorial.","Puede contener alérgenos aromáticos. Evita el contacto con los ojos. En cuero cabelludo sensible, realiza prueba de parche; si irrita, suspende.",1000 ml,161,N/A,153,N/A,137,N/A,104003.webp,1
104005,Aloe Vera,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Alore vera, Aceites esenciales, Esencia, Pigmento",Shampoo,Piel sensible,AL,"Brinda una sensación de hidratación y frescura inmediata al cuero cabelludo.
Su espuma ligera limpia con suavidad, dejando el cabello suelto y fácil de desenredar.
Ideal para cuero cabelludo sensible, seco o con tendencia a irritarse.
El aloe aporta equilibrio natural y un toque refrescante que prolonga la sensación de limpieza.","Puede contener alérgenos aromáticos. Evita el contacto con los ojos. En cuero cabelludo sensible, realiza prueba de parche; si irrita, suspende.",1000 ml,161,N/A,153,N/A,137,N/A,104005.webp,1
104009,Árnica,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Árnica, Aceites esenciales, Esencia, Pigmento",Shampoo,Aromáticos,NS+AL,"Refresca y revitaliza el cuero cabelludo, ayudando a mantenerlo limpio y equilibrado.
Contribuye a fortalecer el cabello desde la raíz y a reducir la sensación de pesadez o grasa.
Aporta una sensación herbal energizante, perfecta para quienes buscan un estímulo natural diario.
Ideal para cabello con tendencia a caída o debilitamiento por estrés o grasa excesiva.","Puede contener alérgenos aromáticos. Evita el contacto con los ojos. En cuero cabelludo sensible, realiza prueba de parche; si irrita, suspende.",1000 ml,161,N/A,153,N/A,137,N/A,104009.webp,1
104059,Avena,"Glicerina, Agua desionizada, LESS, Cocoamida, PEG 150, Avena, Aceites esenciales, Esencia, Pigmento",Shampoo,Aromáticos,AL,"Proporciona una limpieza suave y efecto calmante inmediato, sin resecar el cuero cabelludo.
Su fórmula con extracto de avena ayuda a hidratar, aliviar la picazón y reducir la descamación.
Ideal para cabello seco, maltratado o cuero cabelludo sensible.
Deja una sensación de suavidad y confort natural, con un aroma delicado y relajante.","Puede contener alérgenos aromáticos. Evita el contacto con los ojos. En cuero cabelludo sensible, realiza prueba de parche; si irrita, suspende.",1000 ml,161,N/A,153,N/A,137,N/A,104059.webp,1
